OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU25746	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU25747	Bacteria						
OTU25748	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Cylindrospermopsis_CRJ1	
OTU25749	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	
OTU25750	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae		
OTU25751	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU25752	Bacteria	Firmicutes	Clostridia	Clostridiales			
OTU25753	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1		
OTU25754	Bacteria	Spirochaetes	MVP-15				
OTU25755	Bacteria						
OTU25756	Bacteria	Proteobacteria					
OTU25757	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Alterococcus	
OTU25758	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
OTU25759	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU25760	Bacteria	Planctomycetes	Pla4_lineage				
OTU25761	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU25762	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU25763	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU25764	Bacteria	Chloroflexi	Ktedonobacteria	MVP-21			
OTU25765	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae		
OTU25766	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU25767	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae		
OTU25768							
OTU25769	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU25770	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group			
OTU25771	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU25772	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
OTU25773	Bacteria	WS1					
OTU25774	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	
OTU25775	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU25776	Bacteria	Rokubacteria	NC10	Methylomirabilales	Methylomirabilaceae	Sh765B-TzT-35	
OTU25777	Bacteria	Chloroflexi	KD4-96				
OTU25778	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
OTU25779	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	illinoisensis
OTU25780	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	glaciei
OTU25781	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
OTU25782	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	
OTU25783	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
OTU25784	Bacteria	Nitrospirae	Thermodesulfovibrionia				
OTU25785	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU25786	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
OTU25787	Bacteria	Rokubacteria	NC10	Rokubacteriales			
OTU25788	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20		
OTU25789	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera	
OTU25790	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae		
OTU25791	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2		
OTU25792	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	
OTU25793	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	
OTU25794	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales			
OTU25795	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
OTU25796	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Paludibaculum	
OTU25797	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU25798	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae		
OTU25799	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	
OTU25800	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU25801	Bacteria	Actinobacteria	Actinobacteria				
OTU25802	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	A21b		
OTU25803	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
OTU25804	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
OTU25805	Bacteria	Actinobacteria	Actinobacteria				
OTU25806	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	
OTU25807	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae		
OTU25808	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU25809	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)		
OTU25810	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter_1	
OTU25811	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales			
OTU25812	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae		
OTU25813	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Reinekea	
OTU25814	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	
OTU25815	Bacteria	Bacteroidetes	Bacteroidia				
OTU25816	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU25817	Archaea	Crenarchaeota	Bathyarchaeia				
OTU25818	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU25819	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22			
OTU25820	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Alkalimarinus	
OTU25821	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU25822	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU25823	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU25824	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
OTU25825	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU25826	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Maricurvus	
OTU25827	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade	
OTU25828	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
OTU25829	Bacteria	Latescibacteria					
OTU25830	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2		
OTU25831	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU25832	Bacteria	Acidobacteria	Subgroup_22				
OTU25833	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	
OTU25834	Bacteria	Planctomycetes	OM190				
OTU25835	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade			
OTU25836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	
OTU25837	Bacteria	Planctomycetes	Pla3_lineage				
OTU25838	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
OTU25839	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	AAP99	
OTU25840	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
OTU25841	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
OTU25842	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	efficiens
OTU25843	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
OTU25844	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU25845	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	
OTU25846	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU25847	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	
OTU25848	Bacteria	Planctomycetes	OM190				
OTU25849	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	
OTU25850	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU25851	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU25852	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae		
OTU25853	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	
OTU25854	Bacteria	Acidobacteria	Subgroup_22				
OTU25855	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
OTU25856	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	
OTU25857	Bacteria						
OTU25858	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus	
OTU25859	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga	
OTU25860	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
OTU25861	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j			
OTU25862	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	
OTU25863	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	
OTU25864	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU25865	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae		
OTU25866	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	GOUTA6	
OTU25867	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)			
OTU25868	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU25869	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade			
OTU25870	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Silvanigrella	
OTU25871	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
OTU25872	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Dapisostemonum_CCIBt_3536	
OTU25873	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
OTU25874	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
OTU25875	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Amb-16S-1323		
OTU25876	Bacteria	Planctomycetes	Pla4_lineage				
OTU25877	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU25878	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485			
OTU25879	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae		
OTU25880	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU25881	Bacteria	WPS-2					
OTU25882	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Bythopirellula	
OTU25883	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
OTU25884	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU25885	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26		
OTU25886	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	
OTU25887	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU25888	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU25889	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	
OTU25890	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvus	
OTU25891	Bacteria	Planctomycetes	vadinHA49				
OTU25892	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU25893	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	
OTU25894	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales			
OTU25895	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus	
OTU25896	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	
OTU25897	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU25898	Bacteria	Latescibacteria					
OTU25899	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
OTU25900	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
OTU25901	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	
OTU25902	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	mle1-7	
OTU25903	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	
OTU25904	Bacteria	Planctomycetes	BD7-11				
OTU25905	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU25906	Bacteria	Proteobacteria	Deltaproteobacteria				
OTU25907	Bacteria						
OTU25908	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU25909	Bacteria	BRC1					
OTU25910	Bacteria	PAUC34f					
OTU25911	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae		
OTU25912	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU25913	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales			
OTU25914	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	
OTU25915	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	
OTU25916	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU25917	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales	Izimaplasmataceae	Izimaplasma	
OTU25918	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU25919	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
OTU25920	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	Aliikangiella	
OTU25921	Bacteria	Chloroflexi	Anaerolineae				
OTU25922	Bacteria	Patescibacteria	CPR2				
OTU25923	Bacteria						
OTU25924	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU25925	Bacteria						
OTU25926	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU25927	Bacteria	Aegiribacteria					
OTU25928	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	
OTU25929	Bacteria						
OTU25930	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)			
OTU25931	Archaea						
OTU25932	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU25933	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	
OTU25934	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales			
OTU25935	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
OTU25936	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
OTU25937	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU25938	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	
OTU25939	Bacteria						
OTU25940	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
OTU25941	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales			
OTU25942	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU25943	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	
OTU25944	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	GAS113	
OTU25945	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	
OTU25946	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU25947	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
OTU25948	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
OTU25949	Bacteria	Verrucomicrobia	Verrucomicrobiae				
OTU25950	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	
OTU25951	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Youngiibacter	
OTU25952	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU25953							
OTU25954	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	
OTU25955	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	
OTU25956	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	odoratus
OTU25957	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU25958	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
OTU25959	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	
OTU25960	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU25961	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae		
OTU25962	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae		
OTU25963	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
OTU25964	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	
OTU25965	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	
OTU25966	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU25967	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU25968	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group		
OTU25969	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	
OTU25970	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	ginsengisoli
OTU25971	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	variabile
OTU25972	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group		
OTU25973	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae		
OTU25974	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
OTU25975	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter	
OTU25976	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
OTU25977	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	Stenotrophobacter	
OTU25978	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
OTU25979	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
OTU25980	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	
OTU25981	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU25982	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
OTU25983	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17		
OTU25984	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	
OTU25985	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Hydrocarboniphaga	daqingensis
OTU25986	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
OTU25987	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae		
OTU25988	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
OTU25989	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	
OTU25990	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	Blastocatella	
OTU25991	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexus	
OTU25992	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Fangia	
OTU25993	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	
OTU25994	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	
OTU25995	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU25996	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	BIyi10	
OTU25997	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	
OTU25998	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	
OTU25999	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group		
OTU26000	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
OTU26001	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter	
OTU26002							
OTU26003	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
OTU26004	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
OTU26005	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU26006	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
OTU26007	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	
OTU26008	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Litorilinea	
OTU26009	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU26010	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20		
OTU26011	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Cupriavidus	
OTU26012	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
OTU26013	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
OTU26014	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
OTU26015	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU26016	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	
OTU26017	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
OTU26018	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU26019	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
OTU26020	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pelobium	
OTU26021	Bacteria	Chloroflexi	Ktedonobacteria	C0119			
OTU26022	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
OTU26023	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter	
OTU26024	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
