#                                                                           running time (s)                 
#                                                                    -------------------------------          
#  idx  seq name  length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ----  --------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
   416  OTU1542      250      524      773  5'&3'    222.56   1.000       0.06       0.03       0.09      5.84
   417  OTU1547      250      524      773  5'&3'    230.20   1.000       0.06       0.02       0.08      5.64
   418  OTU1549      250      524      773  5'&3'    232.93   1.000       0.06       0.02       0.08      5.63
   419  OTU155       250      524      773  5'&3'    231.58   1.000       0.06       0.02       0.08      5.67
   420  OTU1551      251      524      773  5'&3'    237.30   0.999       0.06       0.03       0.09      5.74
   421  OTU1553      250      524      773  5'&3'    221.69   1.000       0.06       0.02       0.08      5.70
   422  OTU1554      250      524      773  5'&3'    231.80   1.000       0.06       0.02       0.08      5.65
   423  OTU1555      250      524      773  5'&3'    226.70   1.000       0.06       0.02       0.08      5.67
   424  OTU1559      250      524      773  5'&3'    238.70   1.000       0.06       0.02       0.08      5.64
   425  OTU1560      250      524      773  5'&3'    223.58   0.999       0.06       0.03       0.08      5.73
   426  OTU1568      250      524      773  5'&3'    238.99   1.000       0.06       0.02       0.08      5.65
   427  OTU157       250      524      773  5'&3'    229.86   1.000       0.06       0.03       0.08      5.65
   428  OTU1571      250      524      773  5'&3'    234.06   1.000       0.06       0.02       0.09      5.67
   429  OTU1572      250      524      773  5'&3'    233.12   1.000       0.06       0.02       0.09      5.67
   430  OTU1577      250      524      773  5'&3'    238.30   1.000       0.06       0.02       0.09      5.64
   431  OTU1579      250      524      773  5'&3'    226.48   1.000       0.06       0.03       0.09      5.75
   432  OTU1582      250      524      773  5'&3'    223.74   1.000       0.05       0.02       0.08      5.65
   433  OTU1583      250      524      773  5'&3'    235.61   1.000       0.05       0.02       0.07      5.67
   434  OTU1586      250      524      773  5'&3'    215.65   1.000       0.05       0.02       0.08      5.78
   435  OTU1589      250      524      773  5'&3'    225.00   1.000       0.05       0.03       0.08      5.76
   436  OTU159       250      524      773  5'&3'    237.86   1.000       0.05       0.02       0.07      5.67
   437  OTU1590      250      524      773  5'&3'    236.43   1.000       0.05       0.02       0.07      5.63
   438  OTU1593      251      524      773  5'&3'    230.20   0.998       0.06       0.03       0.09      5.82
   439  OTU1595      252      524      773  5'&3'    149.22   0.980       0.06       0.05       0.11      6.62
   440  OTU1597      250      524      773  5'&3'    235.63   1.000       0.05       0.02       0.07      5.63
   441  OTU1599      250      524      773  5'&3'    233.43   1.000       0.05       0.02       0.08      5.71
   442  OTU16        250      524      773  5'&3'    230.08   1.000       0.05       0.02       0.08      5.66
   443  OTU160       250      524      773  5'&3'    228.47   1.000       0.05       0.02       0.07      5.64
   444  OTU1601      250      524      773  5'&3'    234.69   1.000       0.05       0.02       0.07      5.66
   445  OTU1603      250      524      773  5'&3'    235.17   1.000       0.05       0.02       0.07      5.64
   446  OTU1605      250      524      773  5'&3'    219.84   1.000       0.05       0.02       0.07      5.67
   447  OTU1606      250      524      773  5'&3'    233.07   1.000       0.05       0.02       0.07      5.64
   448  OTU1608      250      524      773  5'&3'    234.31   1.000       0.05       0.02       0.07      5.66
   449  OTU161       250      524      773  5'&3'    226.69   1.000       0.05       0.02       0.08      5.64
   450  OTU1611      250      524      773  5'&3'    231.22   1.000       0.05       0.03       0.08      5.67
   451  OTU1613      250      524      773  5'&3'    235.96   1.000       0.05       0.02       0.07      5.64
   452  OTU1615      250      524      773  5'&3'    228.88   1.000       0.05       0.02       0.07      5.64
   453  OTU1619      250      524      773  5'&3'    230.68   1.000       0.05       0.02       0.07      5.64
   454  OTU162       250      524      773  5'&3'    233.29   1.000       0.05       0.02       0.07      5.65
   455  OTU1622      250      524      773  5'&3'    240.84   1.000       0.05       0.02       0.07      5.60
   456  OTU1623      250      524      773  5'&3'    213.11   1.000       0.05       0.02       0.07      5.71
   457  OTU1624      250      524      773  5'&3'    242.25   1.000       0.05       0.02       0.07      5.63
   458  OTU1625      250      524      773  5'&3'    212.03   1.000       0.05       0.02       0.08      5.81
   459  OTU1626      250      524      773  5'&3'    235.09   1.000       0.05       0.02       0.07      5.64
   460  OTU16262     250      524      773  5'&3'    205.46   1.000       0.05       0.03       0.08      5.84
   461  OTU1629      252      524      773  5'&3'    192.16   0.992       0.06       0.03       0.09      6.02
   462  OTU163       250      524      773  5'&3'    236.50   1.000       0.05       0.02       0.07      5.66
   463  OTU1632      250      524      773  5'&3'    232.52   1.000       0.05       0.02       0.07      5.65
   464  OTU1638      250      524      773  5'&3'    227.59   0.999       0.05       0.02       0.08      5.78
   465  OTU1639      250      524      773  5'&3'    231.06   1.000       0.05       0.02       0.07      5.65
   466  OTU164       250      524      773  5'&3'    231.35   1.000       0.05       0.02       0.07      5.65
   467  OTU1641      250      524      773  5'&3'    230.85   1.000       0.05       0.02       0.07      5.63
   468  OTU1643      250      524      773  5'&3'    225.13   1.000       0.05       0.02       0.07      5.64
   469  OTU1644      250      524      773  5'&3'    219.89   0.999       0.05       0.03       0.08      5.75
   470  OTU1648      250      524      773  5'&3'    230.00   1.000       0.05       0.02       0.07      5.64
   471  OTU165       250      524      773  5'&3'    230.28   1.000       0.05       0.02       0.07      5.64
   472  OTU1651      250      524      773  5'&3'    236.01   1.000       0.05       0.02       0.07      5.67
   473  OTU1654      250      524      773  5'&3'    238.31   1.000       0.05       0.02       0.07      5.63
   474  OTU1655      250      524      773  5'&3'    227.46   1.000       0.05       0.02       0.07      5.65
   475  OTU1656      250      524      773  5'&3'    214.82   1.000       0.05       0.03       0.08      5.75
   476  OTU166       250      524      773  5'&3'    224.53   1.000       0.05       0.03       0.08      5.77
   477  OTU1660      250      524      773  5'&3'    236.98   1.000       0.05       0.02       0.07      5.79
   478  OTU1661      250      524      773  5'&3'    234.28   0.999       0.05       0.02       0.08      5.69
   479  OTU1664      250      524      773  5'&3'    223.81   1.000       0.05       0.02       0.08      5.67
   480  OTU1667      250      524      773  5'&3'    224.63   1.000       0.05       0.03       0.08      5.74
   481  OTU1669      250      524      773  5'&3'    224.56   1.000       0.05       0.03       0.09      5.66
   482  OTU1673      250      524      773  5'&3'    239.06   1.000       0.06       0.03       0.10      5.66
   483  OTU1675      250      524      773  5'&3'    225.25   1.000       0.08       0.03       0.12      5.72
   484  OTU1677      250      524      773  5'&3'    227.11   0.999       0.06       0.03       0.09      5.66
   485  OTU1679      250      524      773  5'&3'    218.32   1.000       0.06       0.04       0.10      5.82
   486  OTU168       250      524      773  5'&3'    238.87   1.000       0.06       0.03       0.09      5.64
   487  OTU1680      250      524      773  5'&3'    232.58   1.000       0.05       0.04       0.09      5.67
   488  OTU1682      251      524      773  5'&3'    232.45   0.997       0.07       0.03       0.11      5.83
   489  OTU1686      250      524      773  5'&3'    221.64   1.000       0.06       0.03       0.09      5.77
   490  OTU1688      250      524      773  5'&3'    228.76   0.999       0.06       0.04       0.10      5.71
   491  OTU169       250      524      773  5'&3'    228.12   1.000       0.07       0.03       0.10      5.71
   492  OTU1691      250      524      773  5'&3'    238.41   1.000       0.06       0.03       0.09      5.64
   493  OTU1694      250      524      773  5'&3'    231.55   1.000       0.07       0.03       0.10      5.65
   494  OTU1696      250      524      773  5'&3'    231.20   1.000       0.07       0.03       0.10      5.65
   495  OTU1697      250      524      773  5'&3'    229.52   1.000       0.06       0.03       0.10      5.76
   496  OTU1698      250      524      773  5'&3'    235.43   1.000       0.07       0.03       0.10      5.65
   497  OTU1699      250      524      773  5'&3'    232.37   1.000       0.07       0.03       0.09      5.65
   498  OTU17        250      524      773  5'&3'    219.73   1.000       0.07       0.03       0.10      5.71
   499  OTU170       250      524      773  5'&3'    233.58   1.000       0.06       0.03       0.10      5.66
   500  OTU1701      250      524      773  5'&3'    222.24   1.000       0.08       0.03       0.11      5.78
   501  OTU1702      250      524      773  5'&3'    218.85   1.000       0.08       0.03       0.11      5.78
   502  OTU1704      250      524      773  5'&3'    231.65   1.000       0.08       0.03       0.11      5.69
   503  OTU17072     250      524      773  5'&3'    230.07   1.000       0.09       0.03       0.12      5.73
   504  OTU1708      250      524      773  5'&3'    231.06   0.999       0.07       0.03       0.09      5.77
   505  OTU1711      250      524      773  5'&3'    228.49   1.000       0.06       0.02       0.09      5.65
   506  OTU1712      250      524      773  5'&3'    229.55   1.000       0.06       0.02       0.09      5.63
   507  OTU1715      250      524      773  5'&3'    220.62   1.000       0.07       0.02       0.09      5.81
   508  OTU1716      249      524      773  5'&3'    232.74   0.998       0.06       0.03       0.08      5.76
   509  OTU1717      250      524      773  5'&3'    231.23   1.000       0.06       0.02       0.08      5.64
   510  OTU172       251      524      773  5'&3'    223.71   0.998       0.07       0.03       0.09      5.81
   511  OTU1723      250      524      773  5'&3'    224.04   1.000       0.06       0.02       0.08      5.69
   512  OTU1724      250      524      773  5'&3'    229.68   0.999       0.06       0.02       0.08      5.72
   513  OTU1725      250      524      773  5'&3'    222.51   1.000       0.05       0.03       0.08      5.78
   514  OTU1728      250      524      773  5'&3'    232.12   1.000       0.05       0.02       0.08      5.63
   515  OTU1729      250      524      773  5'&3'    230.49   1.000       0.05       0.02       0.08      5.66
   516  OTU173       250      524      773  5'&3'    232.09   1.000       0.06       0.02       0.08      5.64
   517  OTU1730      250      524      773  5'&3'    212.93   1.000       0.06       0.03       0.08      5.81
   518  OTU1731      250      524      773  5'&3'    235.24   1.000       0.06       0.02       0.08      5.62
   519  OTU1732      250      524      773  5'&3'    226.67   1.000       0.06       0.02       0.08      5.68
   520  OTU1734      251      524      773  5'&3'    230.57   0.998       0.06       0.03       0.08      5.83
   521  OTU1737      250      524      773  5'&3'    227.06   0.999       0.05       0.02       0.08      5.66
   522  OTU174       250      524      773  5'&3'    229.48   1.000       0.05       0.02       0.08      5.67
   523  OTU1740      250      524      773  5'&3'    239.00   1.000       0.05       0.02       0.07      5.65
   524  OTU1743      250      524      773  5'&3'    230.71   1.000       0.05       0.02       0.07      5.67
   525  OTU1746      250      524      773  5'&3'    224.21   1.000       0.05       0.02       0.08      5.69
   526  OTU1747      250      524      773  5'&3'    235.24   1.000       0.05       0.02       0.07      5.65
   527  OTU1749      250      524      773  5'&3'    220.55   1.000       0.05       0.03       0.08      5.78
   528  OTU175       250      524      773  5'&3'    228.61   1.000       0.05       0.02       0.07      5.66
   529  OTU1754      250      524      773  5'&3'    229.84   1.000       0.05       0.02       0.08      5.69
   530  OTU1755      250      524      773  5'&3'    226.33   1.000       0.05       0.03       0.08      5.71
   531  OTU176       250      524      773  5'&3'    224.78   1.000       0.05       0.03       0.08      5.80
   532  OTU1760      250      524      773  5'&3'    233.65   1.000       0.05       0.02       0.07      5.64
   533  OTU1767      250      524      773  5'&3'    222.53   1.000       0.05       0.03       0.08      5.77
   534  OTU177       250      524      773  5'&3'    232.70   1.000       0.05       0.02       0.07      5.64
   535  OTU1771      250      524      773  5'&3'    217.01   1.000       0.05       0.03       0.08      5.86
   536  OTU1775      251      524      773  5'&3'    201.19   0.993       0.05       0.03       0.08      5.88
   537  OTU1778      250      524      773  5'&3'    225.67   1.000       0.05       0.02       0.07      5.66
   538  OTU178       250      524      773  5'&3'    230.19   1.000       0.05       0.02       0.08      5.69
   539  OTU1780      250      524      773  5'&3'    240.19   1.000       0.05       0.02       0.07      5.63
   540  OTU1784      250      524      773  5'&3'    221.51   1.000       0.05       0.02       0.07      5.68
   541  OTU1785      250      524      773  5'&3'    226.90   1.000       0.05       0.02       0.08      5.70
   542  OTU1786      250      524      773  5'&3'    224.98   0.999       0.05       0.03       0.08      5.72
   543  OTU1787      250      524      773  5'&3'    243.40   1.000       0.05       0.02       0.07      5.64
   544  OTU179       250      524      773  5'&3'    166.18   0.993       0.05       0.04       0.10      6.52
   545  OTU1791      250      524      773  5'&3'    222.90   1.000       0.05       0.02       0.07      5.68
   546  OTU1792      250      524      773  5'&3'    235.74   1.000       0.05       0.02       0.07      5.64
   547  OTU1793      250      524      773  5'&3'    221.06   1.000       0.05       0.03       0.08      5.80
   548  OTU1798      251      524      773  5'&3'    228.63   0.998       0.05       0.03       0.08      5.81
   549  OTU1799      250      524      773  5'&3'    225.64   1.000       0.05       0.02       0.07      5.63
   550  OTU18        250      524      773  5'&3'    233.94   1.000       0.05       0.03       0.08      5.65
   551  OTU180       250      524      773  5'&3'    214.47   1.000       0.05       0.03       0.08      5.68
   552  OTU1800      249      524      773  5'&3'    227.27   0.997       0.05       0.03       0.08      5.66
   553  OTU1805      250      524      773  5'&3'    232.06   1.000       0.05       0.03       0.08      5.67
   554  OTU1806      250      524      773  5'&3'    225.06   0.999       0.05       0.02       0.08      5.72
   555  OTU1807      250      524      773  5'&3'    237.86   1.000       0.05       0.02       0.08      5.69
   556  OTU181       250      524      773  5'&3'    236.98   1.000       0.05       0.02       0.07      5.65
   557  OTU1812      250      524      773  5'&3'    229.80   1.000       0.05       0.02       0.07      5.68
   558  OTU1815      250      524      773  5'&3'    234.19   1.000       0.05       0.02       0.07      5.64
   559  OTU1817      250      524      773  5'&3'    228.88   1.000       0.05       0.02       0.07      5.66
   560  OTU1819      250      524      773  5'&3'    225.31   0.999       0.05       0.02       0.08      5.66
   561  OTU182       250      524      773  5'&3'    229.61   1.000       0.05       0.02       0.08      5.71
   562  OTU1820      250      524      773  5'&3'    223.89   1.000       0.05       0.02       0.07      5.64
   563  OTU1821      250      524      773  5'&3'    234.40   1.000       0.05       0.02       0.08      5.65
   564  OTU1826      250      524      773  5'&3'    227.13   0.999       0.05       0.03       0.08      5.80
   565  OTU1829      250      524      773  5'&3'    213.86   1.000       0.05       0.03       0.08      5.85
   566  OTU183       250      524      773  5'&3'    244.39   1.000       0.05       0.02       0.07      5.63
   567  OTU1835      250      524      773  5'&3'    233.20   1.000       0.05       0.02       0.07      5.67
   568  OTU184       250      524      773  5'&3'    226.39   1.000       0.05       0.02       0.08      5.67
   569  OTU1840      250      524      773  5'&3'    156.09   0.999       0.05       0.04       0.09      6.17
   570  OTU1844      250      524      773  5'&3'    219.94   1.000       0.05       0.02       0.08      5.80
   571  OTU1845      253      524      773  5'&3'    192.51   0.990       0.06       0.03       0.10      6.08
   572  OTU1847      250      524      773  5'&3'    220.91   1.000       0.05       0.02       0.08      5.80
   573  OTU185       250      524      773  5'&3'    226.01   0.999       0.05       0.02       0.08      5.73
   574  OTU1850      250      524      773  5'&3'    233.71   1.000       0.05       0.02       0.07      5.63
   575  OTU1853      250      524      773  5'&3'    235.01   1.000       0.05       0.02       0.08      5.64
   576  OTU1854      250      524      773  5'&3'    224.28   1.000       0.05       0.03       0.08      5.68
   577  OTU1856      250      524      773  5'&3'    214.31   1.000       0.05       0.03       0.08      5.81
   578  OTU186       250      524      773  5'&3'    226.40   1.000       0.05       0.03       0.08      5.68
   579  OTU1865      250      524      773  5'&3'    227.81   1.000       0.05       0.03       0.08      5.66
   580  OTU187       250      524      773  5'&3'    227.63   1.000       0.05       0.03       0.08      5.72
   581  OTU1878      250      524      773  5'&3'    233.01   1.000       0.05       0.02       0.08      5.65
   582  OTU188       250      524      773  5'&3'    226.82   1.000       0.05       0.02       0.08      5.62
   583  OTU1884      250      524      773  5'&3'    231.36   1.000       0.05       0.03       0.08      5.68
   584  OTU1887      250      524      773  5'&3'    224.60   1.000       0.05       0.02       0.08      5.66
   585  OTU189       250      524      773  5'&3'    240.32   1.000       0.05       0.03       0.08      5.64
   586  OTU1892      250      524      773  5'&3'    228.23   1.000       0.05       0.02       0.08      5.64
   587  OTU1895      250      524      773  5'&3'    230.03   1.000       0.05       0.02       0.08      5.66
   588  OTU1897      250      524      773  5'&3'    217.38   1.000       0.05       0.02       0.08      5.73
   589  OTU1898      250      524      773  5'&3'    232.55   1.000       0.05       0.02       0.08      5.64
   590  OTU1899      250      524      773  5'&3'    228.05   1.000       0.05       0.03       0.08      5.70
   591  OTU18996     250      524      773  5'&3'    207.85   1.000       0.05       0.03       0.08      5.81
   592  OTU19        250      524      773  5'&3'    225.16   1.000       0.05       0.02       0.08      5.62
   593  OTU190       250      524      773  5'&3'    242.41   1.000       0.05       0.02       0.07      5.64
   594  OTU1902      250      524      773  5'&3'    230.68   1.000       0.05       0.02       0.08      5.69
   595  OTU1908      250      524      773  5'&3'    236.07   1.000       0.05       0.02       0.08      5.65
   596  OTU191       250      524      773  5'&3'    232.96   1.000       0.05       0.02       0.08      5.67
   597  OTU1910      250      524      773  5'&3'    239.58   1.000       0.05       0.02       0.08      5.66
   598  OTU1911      250      524      773  5'&3'    224.33   1.000       0.05       0.02       0.08      5.73
   599  OTU1912      250      524      773  5'&3'    238.08   1.000       0.05       0.02       0.07      5.64
   600  OTU1916      250      524      773  5'&3'    234.93   1.000       0.05       0.02       0.07      5.64
   601  OTU1917      250      524      773  5'&3'    236.48   1.000       0.05       0.02       0.07      5.64
   602  OTU192       250      524      773  5'&3'    239.75   1.000       0.05       0.02       0.07      5.62
   603  OTU1920      250      524      773  5'&3'    232.75   1.000       0.05       0.02       0.07      5.64
   604  OTU1926      250      524      773  5'&3'    226.13   1.000       0.05       0.02       0.07      5.70
   605  OTU1927      250      524      773  5'&3'    234.54   1.000       0.05       0.02       0.07      5.64
   606  OTU193       250      524      773  5'&3'    231.12   1.000       0.05       0.02       0.07      5.66
   607  OTU1931      250      524      773  5'&3'    229.64   0.999       0.05       0.02       0.08      5.76
   608  OTU1936      250      524      773  5'&3'    230.00   1.000       0.05       0.02       0.07      5.65
   609  OTU1939      250      524      773  5'&3'    233.39   1.000       0.05       0.02       0.07      5.64
   610  OTU194       250      524      773  5'&3'    239.17   1.000       0.05       0.02       0.07      5.64
   611  OTU1944      250      524      773  5'&3'    238.25   1.000       0.05       0.02       0.07      5.64
   612  OTU1949      250      524      773  5'&3'    235.57   1.000       0.05       0.02       0.07      5.61
   613  OTU195       250      524      773  5'&3'    238.23   1.000       0.05       0.02       0.07      5.64
   614  OTU1951      250      524      773  5'&3'    232.37   1.000       0.05       0.02       0.07      5.64
   615  OTU1955      250      524      773  5'&3'    233.27   1.000       0.05       0.02       0.07      5.66
   616  OTU1956      250      524      773  5'&3'    235.49   1.000       0.05       0.02       0.07      5.63
   617  OTU196       251      524      773  5'&3'    215.16   0.998       0.06       0.03       0.08      5.79
   618  OTU1962      250      524      773  5'&3'    225.51   1.000       0.05       0.02       0.07      5.70
   619  OTU1966      250      524      773  5'&3'    220.80   0.999       0.05       0.03       0.08      5.81
   620  OTU197       251      524      773  5'&3'    221.88   0.997       0.05       0.03       0.08      5.80
   621  OTU1971      250      524      773  5'&3'    226.97   1.000       0.05       0.02       0.07      5.66
   622  OTU1983      250      524      773  5'&3'    245.36   1.000       0.05       0.02       0.08      5.78
   623  OTU1986      250      524      773  5'&3'    231.09   1.000       0.05       0.02       0.07      5.65
   624  OTU1990      252      523      773  5'&3'    165.25   0.984       0.06       0.04       0.10      6.36
   625  OTU1992      250      524      773  5'&3'    226.99   1.000       0.05       0.02       0.07      5.64
   626  OTU1995      250      524      773  5'&3'    238.41   1.000       0.05       0.02       0.07      5.67
   627  OTU1997      250      524      773  5'&3'    228.73   1.000       0.05       0.02       0.07      5.65
   628  OTU2         250      524      773  5'&3'    236.52   1.000       0.05       0.02       0.07      5.66
   629  OTU20        250      524      773  5'&3'    238.97   1.000       0.05       0.02       0.07      5.65
   630  OTU2003      250      524      773  5'&3'    233.46   1.000       0.05       0.02       0.07      5.61
   631  OTU2005      250      524      773  5'&3'    225.90   1.000       0.05       0.02       0.07      5.65
   632  OTU2008      250      524      773  5'&3'    226.35   1.000       0.05       0.02       0.07      5.68
   633  OTU201       250      524      773  5'&3'    216.99   1.000       0.05       0.02       0.08      5.71
   634  OTU2011      250      524      773  5'&3'    226.49   1.000       0.05       0.02       0.07      5.66
   635  OTU2012      250      524      773  5'&3'    233.02   1.000       0.05       0.02       0.07      5.68
   636  OTU202       250      524      773  5'&3'    227.98   1.000       0.05       0.02       0.08      5.78
   637  OTU2021      250      524      773  5'&3'    228.38   1.000       0.05       0.02       0.07      5.66
   638  OTU2027      250      524      773  5'&3'    238.32   1.000       0.05       0.02       0.07      5.67
   639  OTU2029      250      524      773  5'&3'    231.60   1.000       0.05       0.02       0.07      5.69
   640  OTU203       250      524      773  5'&3'    231.78   1.000       0.05       0.02       0.07      5.65
   641  OTU2034      250      524      773  5'&3'    227.08   0.999       0.05       0.02       0.07      5.65
   642  OTU2040      250      524      773  5'&3'    226.07   1.000       0.05       0.02       0.07      5.65
   643  OTU2041      250      524      773  5'&3'    239.43   1.000       0.05       0.02       0.07      5.63
   644  OTU2043      250      524      773  5'&3'    226.00   1.000       0.05       0.02       0.07      5.73
   645  OTU205       250      524      773  5'&3'    227.01   1.000       0.05       0.02       0.07      5.64
   646  OTU2050      250      524      773  5'&3'    234.04   1.000       0.05       0.02       0.07      5.66
   647  OTU2051      250      524      773  5'&3'    231.22   1.000       0.05       0.02       0.07      5.65
   648  OTU2056      250      524      773  5'&3'    220.35   1.000       0.05       0.03       0.08      5.72
   649  OTU2061      250      524      773  5'&3'    232.26   1.000       0.05       0.02       0.07      5.65
   650  OTU2062      250      524      773  5'&3'    239.24   1.000       0.05       0.02       0.07      5.64
   651  OTU2064      250      524      773  5'&3'    226.71   0.999       0.05       0.02       0.08      5.73
   652  OTU2066      250      524      773  5'&3'    222.38   1.000       0.05       0.02       0.07      5.66
   653  OTU207       250      524      773  5'&3'    218.77   1.000       0.05       0.02       0.07      5.71
   654  OTU2071      250      524      773  5'&3'    232.81   1.000       0.05       0.02       0.07      5.65
   655  OTU2073      250      524      773  5'&3'    229.53   1.000       0.05       0.02       0.07      5.65
   656  OTU2075      250      524      773  5'&3'    238.99   1.000       0.05       0.02       0.07      5.69
   657  OTU2078      250      524      773  5'&3'    222.70   1.000       0.05       0.02       0.07      5.64
   658  OTU208       250      524      773  5'&3'    235.76   1.000       0.05       0.02       0.07      5.66
   659  OTU2084      250      524      773  5'&3'    232.73   1.000       0.05       0.02       0.07      5.66
   660  OTU2085      250      524      773  5'&3'    221.48   1.000       0.05       0.03       0.08      5.85
   661  OTU2091      250      524      773  5'&3'    227.41   0.999       0.05       0.02       0.08      5.73
   662  OTU2096      250      524      773  5'&3'    234.13   1.000       0.05       0.02       0.07      5.66
   663  OTU2098      250      524      773  5'&3'    225.60   1.000       0.05       0.02       0.08      5.75
   664  OTU21        250      524      773  5'&3'    238.03   1.000       0.05       0.02       0.07      5.67
   665  OTU210       250      524      773  5'&3'    219.33   1.000       0.05       0.03       0.08      5.85
   666  OTU2102      251      524      773  5'&3'    222.29   0.998       0.06       0.03       0.08      5.83
   667  OTU2111      250      524      773  5'&3'    171.13   0.993       0.05       0.04       0.09      6.50
   668  OTU2118      250      524      773  5'&3'    225.96   1.000       0.05       0.02       0.07      5.62
   669  OTU212       250      524      773  5'&3'    221.23   1.000       0.05       0.02       0.08      5.82
   670  OTU2121      250      524      773  5'&3'    229.82   1.000       0.05       0.02       0.08      5.68
   671  OTU2123      250      524      773  5'&3'    219.38   1.000       0.05       0.02       0.08      5.69
   672  OTU2124      250      524      773  5'&3'    233.40   1.000       0.05       0.02       0.07      5.63
   673  OTU21243     250      524      773  5'&3'    209.49   1.000       0.05       0.02       0.07      5.66
   674  OTU2125      250      524      773  5'&3'    223.18   1.000       0.05       0.02       0.07      5.80
   675  OTU213       250      524      773  5'&3'    226.80   1.000       0.05       0.03       0.08      5.77
   676  OTU2133      250      524      773  5'&3'    230.14   1.000       0.05       0.02       0.07      5.61
   677  OTU2138      250      524      773  5'&3'    236.89   1.000       0.05       0.02       0.07      5.63
   678  OTU2139      250      524      773  5'&3'    225.87   1.000       0.05       0.02       0.07      5.71
   679  OTU2143      250      524      773  5'&3'    228.88   1.000       0.05       0.02       0.07      5.68
   680  OTU2144      250      524      773  5'&3'    224.93   1.000       0.05       0.02       0.07      5.68
   681  OTU2148      250      524      773  5'&3'    232.05   1.000       0.05       0.02       0.07      5.62
   682  OTU215       250      524      773  5'&3'    236.96   1.000       0.05       0.02       0.07      5.68
   683  OTU2155      250      524      773  5'&3'    230.05   1.000       0.05       0.02       0.07      5.69
   684  OTU2156      250      524      773  5'&3'    239.92   1.000       0.05       0.02       0.07      5.64
   685  OTU216       250      524      773  5'&3'    213.75   1.000       0.05       0.03       0.08      5.81
   686  OTU2160      250      524      773  5'&3'    216.38   1.000       0.05       0.02       0.08      5.74
   687  OTU2161      250      524      773  5'&3'    227.76   0.999       0.05       0.02       0.08      5.71
   688  OTU2162      250      524      773  5'&3'    236.08   1.000       0.05       0.02       0.07      5.67
   689  OTU2164      250      524      773  5'&3'    234.35   1.000       0.05       0.02       0.07      5.62
   690  OTU2166      250      524      773  5'&3'    238.14   1.000       0.05       0.02       0.07      5.67
   691  OTU217       250      524      773  5'&3'    238.48   1.000       0.05       0.02       0.07      5.68
   692  OTU2173      250      524      773  5'&3'    231.65   1.000       0.05       0.02       0.07      5.67
   693  OTU2179      250      524      773  5'&3'    234.04   1.000       0.05       0.02       0.07      5.64
   694  OTU218       250      524      773  5'&3'    228.96   0.999       0.05       0.03       0.08      5.76
   695  OTU2182      250      524      773  5'&3'    235.51   1.000       0.05       0.02       0.07      5.64
   696  OTU2186      250      524      773  5'&3'    156.78   0.993       0.05       0.04       0.10      6.51
   697  OTU2187      250      524      773  5'&3'    238.18   1.000       0.06       0.02       0.08      5.65
   698  OTU219       250      524      773  5'&3'    239.69   1.000       0.05       0.02       0.08      5.69
   699  OTU2192      250      524      773  5'&3'    237.94   1.000       0.05       0.02       0.08      5.68
   700  OTU2194      250      524      773  5'&3'    241.01   1.000       0.05       0.02       0.07      5.63
   701  OTU22        250      524      773  5'&3'    228.29   1.000       0.05       0.02       0.08      5.66
   702  OTU220       250      524      773  5'&3'    232.83   1.000       0.05       0.02       0.07      5.64
   703  OTU2208      250      524      773  5'&3'    234.54   1.000       0.05       0.02       0.08      5.69
   704  OTU221       250      524      773  5'&3'    220.14   1.000       0.05       0.02       0.08      5.71
   705  OTU2212      250      524      773  5'&3'    235.61   1.000       0.05       0.02       0.07      5.61
   706  OTU2214      250      524      773  5'&3'    232.08   1.000       0.05       0.02       0.08      5.65
   707  OTU2217      250      524      773  5'&3'    219.75   1.000       0.05       0.03       0.08      5.82
   708  OTU2218      250      524      773  5'&3'    209.14   1.000       0.05       0.03       0.08      5.81
   709  OTU222       250      524      773  5'&3'    238.63   1.000       0.05       0.02       0.08      5.64
   710  OTU2222      250      524      773  5'&3'    238.77   1.000       0.05       0.02       0.08      5.65
   711  OTU2223      250      524      773  5'&3'    223.56   1.000       0.05       0.02       0.08      5.64
   712  OTU2224      250      524      773  5'&3'    227.13   1.000       0.05       0.02       0.08      5.65
   713  OTU2225      250      524      773  5'&3'    224.46   1.000       0.05       0.02       0.08      5.73
   714  OTU223       250      524      773  5'&3'    232.07   1.000       0.05       0.02       0.08      5.65
   715  OTU2230      250      524      773  5'&3'    231.01   0.999       0.05       0.02       0.08      5.73
   716  OTU2233      250      524      773  5'&3'    219.98   1.000       0.05       0.02       0.08      5.68
   717  OTU2242      250      524      773  5'&3'    236.35   1.000       0.05       0.02       0.08      5.67
   718  OTU2245      250      524      773  5'&3'    215.77   1.000       0.05       0.03       0.08      5.80
   719  OTU2248      250      524      773  5'&3'    220.87   0.999       0.05       0.02       0.08      5.72
   720  OTU225       250      524      773  5'&3'    215.65   1.000       0.05       0.03       0.08      5.81
   721  OTU2253      250      524      773  5'&3'    240.19   1.000       0.05       0.02       0.07      5.66
   722  OTU22534     250      524      773  5'&3'    235.89   1.000       0.05       0.02       0.07      5.61
   723  OTU2254      250      524      773  5'&3'    234.80   1.000       0.05       0.02       0.07      5.64
   724  OTU2256      250      524      773  5'&3'    213.38   1.000       0.05       0.03       0.08      5.81
