#                                                                           running time (s)                 
#                                                                    -------------------------------          
#  idx  seq name  length  cm from    cm to  trunc    bit sc  avg pp  band calc  alignment      total  mem (Mb)
# ----  --------  ------  -------  -------  -----  --------  ------  ---------  ---------  ---------  --------
   931  OTU2892      250      524      773  5'&3'    228.85   1.000       0.05       0.02       0.07      5.67
   932  OTU2899      250      524      773  5'&3'    236.47   1.000       0.05       0.02       0.07      5.65
   933  OTU29        250      524      773  5'&3'    169.44   0.993       0.05       0.04       0.09      6.49
   934  OTU290       250      524      773  5'&3'    228.21   0.999       0.05       0.02       0.08      5.73
   935  OTU2904      250      524      773  5'&3'    230.98   1.000       0.05       0.02       0.07      5.66
   936  OTU2905      250      524      773  5'&3'    228.26   1.000       0.05       0.02       0.07      5.65
   937  OTU291       250      524      773  5'&3'    236.29   1.000       0.05       0.02       0.07      5.64
   938  OTU292       250      524      773  5'&3'    218.45   1.000       0.05       0.02       0.08      5.73
   939  OTU2925      250      524      773  5'&3'    227.96   1.000       0.05       0.02       0.07      5.68
   940  OTU2932      250      524      773  5'&3'    227.30   0.998       0.05       0.02       0.08      5.70
   941  OTU2936      250      524      773  5'&3'    235.35   1.000       0.05       0.02       0.07      5.73
   942  OTU2939      250      524      773  5'&3'    230.67   1.000       0.05       0.02       0.07      5.65
   943  OTU294       250      524      773  5'&3'    232.63   1.000       0.05       0.02       0.07      5.68
   944  OTU2944      250      524      773  5'&3'    236.44   1.000       0.05       0.02       0.07      5.63
   945  OTU2949      250      524      773  5'&3'    226.00   1.000       0.05       0.02       0.07      5.64
   946  OTU295       250      524      773  5'&3'    238.12   1.000       0.05       0.02       0.07      5.67
   947  OTU2950      250      524      773  5'&3'    220.42   1.000       0.05       0.02       0.07      5.65
   948  OTU2951      250      524      773  5'&3'    221.57   1.000       0.05       0.02       0.08      5.72
   949  OTU2958      250      524      773  5'&3'    221.47   0.999       0.05       0.03       0.08      5.81
   950  OTU296       250      524      773  5'&3'    235.18   1.000       0.05       0.02       0.07      5.65
   951  OTU2961      250      524      773  5'&3'    226.14   0.999       0.05       0.02       0.08      5.73
   952  OTU2962      250      524      773  5'&3'    234.66   1.000       0.05       0.02       0.07      5.66
   953  OTU2964      250      524      773  5'&3'    222.85   1.000       0.05       0.02       0.07      5.68
   954  OTU2966      250      524      773  5'&3'    225.30   0.999       0.05       0.03       0.08      5.75
   955  OTU297       250      524      773  5'&3'    232.66   1.000       0.05       0.02       0.08      5.71
   956  OTU2976      249      524      773  5'&3'    225.96   0.997       0.05       0.02       0.08      5.70
   957  OTU2977      250      524      773  5'&3'    230.54   1.000       0.05       0.02       0.07      5.68
   958  OTU298       250      524      773  5'&3'    218.14   1.000       0.05       0.02       0.08      5.73
   959  OTU2982      250      524      773  5'&3'    215.45   1.000       0.05       0.03       0.08      5.79
   960  OTU2985      250      524      773  5'&3'    224.75   0.999       0.05       0.02       0.08      5.72
   961  OTU299       250      524      773  5'&3'    233.58   1.000       0.05       0.02       0.07      5.64
   962  OTU2990      250      524      773  5'&3'    157.09   0.999       0.05       0.04       0.09      6.17
   963  OTU2993      251      524      773  5'&3'    213.24   0.998       0.05       0.02       0.08      5.74
   964  OTU3         250      524      773  5'&3'    234.38   1.000       0.05       0.02       0.07      5.63
   965  OTU300       250      524      773  5'&3'    234.27   1.000       0.05       0.02       0.07      5.65
   966  OTU3008      250      524      773  5'&3'    231.00   1.000       0.05       0.02       0.07      5.67
   967  OTU3009      250      524      773  5'&3'    233.54   1.000       0.05       0.02       0.07      5.66
   968  OTU301       251      524      773  5'&3'    227.00   0.998       0.06       0.02       0.08      5.70
   969  OTU3014      250      524      773  5'&3'    208.79   1.000       0.05       0.03       0.08      5.79
   970  OTU3019      250      524      773  5'&3'    158.22   0.993       0.05       0.04       0.09      6.51
   971  OTU3023      250      524      773  5'&3'    222.64   1.000       0.05       0.02       0.08      5.74
   972  OTU3024      250      524      773  5'&3'    226.81   1.000       0.05       0.02       0.07      5.71
   973  OTU303       250      524      773  5'&3'    231.69   1.000       0.05       0.02       0.07      5.70
   974  OTU3031      250      524      773  5'&3'    223.79   1.000       0.05       0.02       0.08      5.70
   975  OTU3036      250      524      773  5'&3'    235.82   1.000       0.05       0.02       0.07      5.64
   976  OTU3037      249      524      773  5'&3'    234.47   0.998       0.05       0.02       0.08      5.77
   977  OTU3039      250      524      773  5'&3'    225.71   1.000       0.05       0.02       0.07      5.65
   978  OTU304       250      524      773  5'&3'    216.25   1.000       0.05       0.03       0.08      5.81
   979  OTU305       250      524      773  5'&3'    234.79   1.000       0.05       0.02       0.07      5.64
   980  OTU3053      250      524      773  5'&3'    236.63   1.000       0.05       0.02       0.07      5.65
   981  OTU3054      250      524      773  5'&3'    224.83   1.000       0.05       0.02       0.08      5.74
   982  OTU3059      250      524      773  5'&3'    237.69   1.000       0.05       0.02       0.07      5.62
   983  OTU307       250      524      773  5'&3'    236.84   1.000       0.05       0.02       0.07      5.64
   984  OTU3072      250      524      773  5'&3'    203.84   0.999       0.05       0.02       0.08      5.82
   985  OTU308       250      524      773  5'&3'    216.12   1.000       0.05       0.03       0.08      5.85
   986  OTU3084      250      524      773  5'&3'    227.79   1.000       0.05       0.02       0.07      5.63
   987  OTU309       250      524      773  5'&3'    227.11   1.000       0.05       0.02       0.08      5.69
   988  OTU3096      250      524      773  5'&3'    228.70   0.999       0.05       0.02       0.07      5.66
   989  OTU31        250      524      773  5'&3'    236.24   1.000       0.05       0.02       0.07      5.67
   990  OTU310       250      524      773  5'&3'    226.74   1.000       0.05       0.02       0.08      5.74
   991  OTU3106      250      524      773  5'&3'    236.93   1.000       0.05       0.02       0.07      5.67
   992  OTU311       250      524      773  5'&3'    228.67   1.000       0.05       0.02       0.08      5.71
   993  OTU3117      250      524      773  5'&3'    219.72   1.000       0.05       0.03       0.08      5.77
   994  OTU312       250      524      773  5'&3'    232.12   1.000       0.05       0.02       0.07      5.76
   995  OTU3123      250      524      773  5'&3'    233.58   1.000       0.05       0.02       0.08      5.73
   996  OTU3126      250      524      773  5'&3'    238.09   1.000       0.05       0.02       0.07      5.68
   997  OTU313       250      524      773  5'&3'    238.73   1.000       0.05       0.02       0.07      5.64
   998  OTU3130      250      524      773  5'&3'    230.96   1.000       0.05       0.02       0.07      5.65
   999  OTU314       250      524      773  5'&3'    224.99   1.000       0.05       0.02       0.07      5.68
  1000  OTU3141      250      524      773  5'&3'    226.96   1.000       0.05       0.02       0.07      5.72
  1001  OTU3147      249      524      773  5'&3'    206.08   0.983       0.05       0.03       0.08      5.88
  1002  OTU315       250      524      773  5'&3'    232.35   1.000       0.05       0.02       0.07      5.63
  1003  OTU3156      250      524      773  5'&3'    224.32   0.999       0.05       0.02       0.08      5.79
  1004  OTU3158      250      524      773  5'&3'    230.74   1.000       0.05       0.02       0.07      5.67
  1005  OTU316       250      524      773  5'&3'    232.92   1.000       0.05       0.02       0.07      5.65
  1006  OTU317       250      524      773  5'&3'    226.70   1.000       0.05       0.02       0.08      5.72
  1007  OTU3170      250      524      773  5'&3'    227.85   0.999       0.05       0.02       0.07      5.66
  1008  OTU3176      250      524      773  5'&3'    225.56   1.000       0.05       0.02       0.07      5.67
  1009  OTU3177      250      524      773  5'&3'    228.40   1.000       0.05       0.02       0.07      5.65
  1010  OTU318       250      524      773  5'&3'    229.53   0.999       0.05       0.02       0.08      5.73
  1011  OTU319       250      524      773  5'&3'    230.78   0.999       0.05       0.02       0.08      5.73
  1012  OTU3194      250      524      773  5'&3'    231.65   1.000       0.05       0.02       0.08      5.76
  1013  OTU3195      250      524      773  5'&3'    232.91   1.000       0.05       0.02       0.07      5.65
  1014  OTU32        250      524      773  5'&3'    226.48   1.000       0.05       0.02       0.07      5.67
  1015  OTU320       250      524      773  5'&3'    236.04   1.000       0.05       0.02       0.08      5.69
  1016  OTU3204      250      524      773  5'&3'    212.80   1.000       0.05       0.02       0.07      5.68
  1017  OTU3206      250      524      773  5'&3'    225.73   0.999       0.05       0.02       0.07      5.66
  1018  OTU3209      250      524      773  5'&3'    225.80   1.000       0.05       0.02       0.07      5.69
  1019  OTU322       250      524      773  5'&3'    233.18   1.000       0.05       0.02       0.07      5.64
  1020  OTU3221      250      524      773  5'&3'    235.96   1.000       0.05       0.02       0.07      5.64
  1021  OTU323       250      524      773  5'&3'    239.58   1.000       0.05       0.02       0.07      5.67
  1022  OTU324       250      524      773  5'&3'    224.18   1.000       0.05       0.02       0.08      5.81
  1023  OTU3254      250      524      773  5'&3'    235.14   1.000       0.05       0.02       0.07      5.73
  1024  OTU3256      250      524      773  5'&3'    217.98   1.000       0.05       0.03       0.08      5.84
  1025  OTU326       250      524      773  5'&3'    223.57   1.000       0.05       0.02       0.07      5.71
  1026  OTU327       250      524      773  5'&3'    229.10   1.000       0.05       0.02       0.08      5.67
  1027  OTU3271      250      524      773  5'&3'    236.17   1.000       0.05       0.02       0.07      5.67
  1028  OTU3276      250      524      773  5'&3'    236.45   1.000       0.05       0.02       0.07      5.63
  1029  OTU3278      250      524      773  5'&3'    234.32   1.000       0.05       0.02       0.07      5.63
  1030  OTU328       250      524      773  5'&3'    237.57   1.000       0.05       0.02       0.07      5.64
  1031  OTU3285      250      524      773  5'&3'    232.56   1.000       0.05       0.02       0.07      5.65
  1032  OTU3286      250      524      773  5'&3'    216.30   0.999       0.05       0.03       0.08      5.78
  1033  OTU3288      250      524      773  5'&3'    232.70   1.000       0.05       0.02       0.07      5.64
  1034  OTU3291      250      524      773  5'&3'    242.53   1.000       0.05       0.02       0.07      5.65
  1035  OTU33        250      524      773  5'&3'    212.85   1.000       0.05       0.02       0.08      5.73
  1036  OTU330       250      524      773  5'&3'    222.74   0.999       0.05       0.03       0.08      5.75
  1037  OTU3300      250      524      773  5'&3'    225.65   1.000       0.05       0.02       0.08      5.71
  1038  OTU3309      250      524      773  5'&3'    225.74   1.000       0.05       0.02       0.08      5.81
  1039  OTU331       250      524      773  5'&3'    245.18   1.000       0.05       0.02       0.07      5.75
  1040  OTU3313      250      524      773  5'&3'    227.09   1.000       0.05       0.02       0.07      5.61
  1041  OTU3317      250      524      773  5'&3'    165.58   0.996       0.05       0.04       0.10      6.50
  1042  OTU332       250      524      773  5'&3'    232.88   1.000       0.05       0.02       0.07      5.64
  1043  OTU333       250      524      773  5'&3'    236.87   1.000       0.05       0.02       0.07      5.69
  1044  OTU3331      250      524      773  5'&3'    227.23   1.000       0.05       0.02       0.07      5.69
  1045  OTU334       250      524      773  5'&3'    241.64   1.000       0.05       0.02       0.07      5.68
  1046  OTU3340      250      524      773  5'&3'    213.58   0.999       0.05       0.03       0.08      5.76
  1047  OTU335       250      524      773  5'&3'    216.73   1.000       0.05       0.03       0.08      5.82
  1048  OTU3359      250      524      773  5'&3'    226.17   1.000       0.05       0.02       0.07      5.63
  1049  OTU336       250      524      773  5'&3'    242.41   1.000       0.05       0.02       0.07      5.64
  1050  OTU3364      250      524      773  5'&3'    223.67   1.000       0.05       0.02       0.08      5.73
  1051  OTU337       250      524      773  5'&3'    222.40   1.000       0.05       0.02       0.07      5.69
  1052  OTU3371      250      524      773  5'&3'    236.33   1.000       0.05       0.02       0.07      5.76
  1053  OTU3373      251      524      773  5'&3'    230.61   0.998       0.05       0.02       0.08      5.83
  1054  OTU338       250      524      773  5'&3'    228.10   1.000       0.05       0.03       0.08      5.78
  1055  OTU3389      250      524      773  5'&3'    221.59   1.000       0.05       0.02       0.07      5.70
  1056  OTU339       250      524      773  5'&3'    238.49   1.000       0.05       0.02       0.07      5.64
  1057  OTU3392      250      524      773  5'&3'    229.71   1.000       0.05       0.02       0.08      5.82
  1058  OTU3399      250      524      773  5'&3'    213.96   1.000       0.05       0.03       0.08      5.82
  1059  OTU34        250      524      773  5'&3'    221.97   1.000       0.05       0.02       0.08      5.69
  1060  OTU340       250      524      773  5'&3'    214.25   1.000       0.05       0.03       0.08      5.82
  1061  OTU3409      250      524      773  5'&3'    228.06   1.000       0.05       0.02       0.07      5.65
  1062  OTU341       250      524      773  5'&3'    236.73   1.000       0.05       0.02       0.07      5.64
  1063  OTU3413      251      524      773  5'&3'    160.21   0.988       0.06       0.05       0.10      6.74
  1064  OTU342       250      524      773  5'&3'    225.55   1.000       0.05       0.02       0.08      5.71
  1065  OTU3423      250      524      773  5'&3'    226.75   1.000       0.05       0.02       0.07      5.66
  1066  OTU343       250      524      773  5'&3'    226.98   1.000       0.05       0.02       0.08      5.72
  1067  OTU3433      250      524      773  5'&3'    235.85   1.000       0.05       0.02       0.07      5.65
  1068  OTU3437      250      524      773  5'&3'    223.58   1.000       0.05       0.02       0.08      5.71
  1069  OTU344       251      524      773  5'&3'    229.74   0.998       0.05       0.02       0.08      5.71
  1070  OTU3444      250      524      773  5'&3'    215.31   1.000       0.05       0.03       0.08      5.81
  1071  OTU345       250      524      773  5'&3'    228.32   1.000       0.05       0.02       0.08      5.72
  1072  OTU3462      250      524      773  5'&3'    218.03   1.000       0.05       0.02       0.08      5.67
  1073  OTU347       250      524      773  5'&3'    239.72   1.000       0.05       0.02       0.07      5.63
  1074  OTU3472      251      524      773  5'&3'    216.57   0.998       0.05       0.02       0.08      5.80
  1075  OTU3475      250      524      773  5'&3'    229.19   1.000       0.05       0.02       0.07      5.79
  1076  OTU348       251      524      773  5'&3'    228.31   0.998       0.05       0.02       0.08      5.82
  1077  OTU3487      250      524      773  5'&3'    222.71   1.000       0.05       0.02       0.07      5.69
  1078  OTU349       250      524      773  5'&3'    228.76   1.000       0.05       0.02       0.07      5.64
  1079  OTU35        251      524      773  5'&3'    228.22   0.998       0.05       0.02       0.08      5.84
  1080  OTU350       250      524      773  5'&3'    237.75   1.000       0.05       0.02       0.07      5.64
  1081  OTU351       250      524      773  5'&3'    212.13   1.000       0.05       0.03       0.08      5.82
  1082  OTU3515      250      524      773  5'&3'    227.00   1.000       0.05       0.02       0.07      5.66
  1083  OTU3519      250      524      773  5'&3'    226.40   1.000       0.05       0.02       0.07      5.67
  1084  OTU352       250      524      773  5'&3'    222.22   1.000       0.05       0.02       0.08      5.76
  1085  OTU353       250      524      773  5'&3'    223.70   1.000       0.05       0.02       0.07      5.65
  1086  OTU3530      250      524      773  5'&3'    216.57   1.000       0.05       0.02       0.08      5.78
  1087  OTU3531      250      524      773  5'&3'    228.21   1.000       0.05       0.02       0.07      5.64
  1088  OTU354       250      524      773  5'&3'    218.29   1.000       0.05       0.03       0.08      5.87
  1089  OTU3548      250      524      773  5'&3'    236.54   1.000       0.05       0.02       0.07      5.65
  1090  OTU355       250      524      773  5'&3'    236.40   1.000       0.05       0.02       0.07      5.68
  1091  OTU3552      251      524      773  5'&3'    231.80   0.999       0.05       0.02       0.08      5.75
  1092  OTU356       251      524      773  5'&3'    233.54   0.998       0.05       0.02       0.08      5.79
  1093  OTU3563      250      524      773  5'&3'    224.15   1.000       0.05       0.02       0.07      5.67
  1094  OTU3567      250      524      773  5'&3'    226.09   1.000       0.05       0.02       0.07      5.67
  1095  OTU3569      250      524      773  5'&3'    159.02   0.999       0.05       0.04       0.09      6.17
  1096  OTU357       250      524      773  5'&3'    232.64   1.000       0.05       0.02       0.08      5.71
  1097  OTU358       250      524      773  5'&3'    232.87   1.000       0.05       0.02       0.07      5.64
  1098  OTU3583      250      524      773  5'&3'    225.44   1.000       0.05       0.02       0.07      5.64
  1099  OTU3591      250      524      773  5'&3'    226.27   1.000       0.05       0.02       0.07      5.64
  1100  OTU3593      250      524      773  5'&3'    235.37   1.000       0.05       0.02       0.07      5.66
  1101  OTU3594      250      524      773  5'&3'    221.17   1.000       0.05       0.02       0.07      5.69
  1102  OTU36        250      524      773  5'&3'    218.48   1.000       0.05       0.02       0.08      5.70
  1103  OTU360       250      524      773  5'&3'    227.63   1.000       0.05       0.02       0.08      5.72
  1104  OTU3605      250      524      773  5'&3'    236.79   1.000       0.05       0.02       0.07      5.68
  1105  OTU361       250      524      773  5'&3'    225.33   1.000       0.05       0.02       0.07      5.68
  1106  OTU3617      250      524      773  5'&3'    216.65   1.000       0.05       0.03       0.08      5.81
  1107  OTU362       250      524      773  5'&3'    229.71   1.000       0.05       0.02       0.07      5.67
  1108  OTU3626      250      524      773  5'&3'    229.05   1.000       0.05       0.02       0.07      5.60
  1109  OTU363       250      524      773  5'&3'    225.52   1.000       0.05       0.02       0.07      5.67
  1110  OTU3639      250      524      773  5'&3'    214.33   1.000       0.05       0.02       0.08      5.75
  1111  OTU364       251      524      773  5'&3'    223.03   0.998       0.05       0.03       0.08      5.83
  1112  OTU3643      250      524      773  5'&3'    226.41   1.000       0.05       0.02       0.08      5.68
  1113  OTU365       250      524      773  5'&3'    233.77   1.000       0.05       0.02       0.07      5.67
  1114  OTU3650      250      524      773  5'&3'    213.98   1.000       0.05       0.03       0.08      5.83
  1115  OTU3652      250      524      773  5'&3'    226.77   0.999       0.05       0.02       0.08      5.72
  1116  OTU3653      250      524      773  5'&3'    227.64   1.000       0.05       0.02       0.07      5.63
  1117  OTU3655      250      524      773  5'&3'    233.67   1.000       0.05       0.02       0.08      5.75
  1118  OTU3657      250      524      773  5'&3'    220.14   1.000       0.05       0.02       0.07      5.67
  1119  OTU366       250      524      773  5'&3'    224.95   1.000       0.05       0.02       0.07      5.68
  1120  OTU3661      250      524      773  5'&3'    220.46   1.000       0.05       0.02       0.08      5.71
  1121  OTU3665      250      524      773  5'&3'    229.29   1.000       0.05       0.02       0.07      5.62
  1122  OTU3667      250      524      773  5'&3'    232.28   1.000       0.05       0.02       0.07      5.65
  1123  OTU3668      250      524      773  5'&3'    225.21   1.000       0.05       0.02       0.08      5.74
  1124  OTU367       250      524      773  5'&3'    240.96   1.000       0.05       0.02       0.07      5.64
  1125  OTU3674      250      524      773  5'&3'    229.47   1.000       0.05       0.02       0.07      5.61
  1126  OTU3679      250      524      773  5'&3'    227.11   1.000       0.05       0.02       0.08      5.78
  1127  OTU368       250      524      773  5'&3'    231.37   1.000       0.05       0.02       0.08      5.71
  1128  OTU3683      250      524      773  5'&3'    238.89   1.000       0.05       0.02       0.07      5.75
  1129  OTU3686      250      524      773  5'&3'    229.75   1.000       0.05       0.02       0.07      5.66
  1130  OTU3688      250      524      773  5'&3'    221.17   1.000       0.05       0.02       0.08      5.72
  1131  OTU369       250      524      773  5'&3'    240.92   1.000       0.05       0.02       0.07      5.64
  1132  OTU37        250      524      773  5'&3'    228.82   1.000       0.05       0.02       0.08      5.78
  1133  OTU370       250      524      773  5'&3'    235.29   1.000       0.05       0.02       0.07      5.63
  1134  OTU371       250      524      773  5'&3'    240.24   1.000       0.05       0.02       0.07      5.76
  1135  OTU3714      250      524      773  5'&3'    233.20   1.000       0.05       0.02       0.07      5.64
  1136  OTU372       250      524      773  5'&3'    235.78   1.000       0.05       0.02       0.07      5.63
  1137  OTU3729      250      524      773  5'&3'    240.19   1.000       0.05       0.02       0.07      5.60
  1138  OTU373       250      524      773  5'&3'    216.59   1.000       0.05       0.03       0.08      5.82
  1139  OTU374       250      524      773  5'&3'    232.32   1.000       0.05       0.02       0.07      5.65
  1140  OTU3740      250      524      773  5'&3'    225.71   1.000       0.05       0.02       0.07      5.67
  1141  OTU3749      250      524      773  5'&3'    229.51   1.000       0.05       0.02       0.07      5.62
  1142  OTU375       250      524      773  5'&3'    238.88   1.000       0.05       0.02       0.07      5.65
  1143  OTU3750      250      524      773  5'&3'    225.49   1.000       0.05       0.03       0.08      5.81
  1144  OTU3753      250      524      773  5'&3'    218.32   1.000       0.05       0.03       0.08      5.79
  1145  OTU3757      250      524      773  5'&3'    230.19   1.000       0.05       0.02       0.08      5.65
  1146  OTU376       250      524      773  5'&3'    213.41   1.000       0.05       0.03       0.08      5.68
  1147  OTU377       250      524      773  5'&3'    235.44   1.000       0.05       0.02       0.08      5.65
  1148  OTU3772      250      524      773  5'&3'    232.49   1.000       0.05       0.03       0.08      5.61
  1149  OTU3773      250      524      773  5'&3'    239.16   1.000       0.05       0.02       0.08      5.64
  1150  OTU378       250      524      773  5'&3'    233.32   1.000       0.06       0.03       0.09      5.77
  1151  OTU3780      250      524      773  5'&3'    226.48   1.000       0.05       0.03       0.08      5.67
  1152  OTU3789      250      524      773  5'&3'    226.35   1.000       0.06       0.03       0.08      5.66
  1153  OTU379       250      524      773  5'&3'    237.48   1.000       0.05       0.03       0.08      5.65
  1154  OTU38        250      524      773  5'&3'    215.40   1.000       0.06       0.03       0.09      5.72
  1155  OTU380       250      524      773  5'&3'    214.96   1.000       0.05       0.03       0.09      5.81
  1156  OTU3814      250      524      773  5'&3'    156.49   0.999       0.06       0.05       0.10      6.17
  1157  OTU3818      250      524      773  5'&3'    226.14   0.999       0.06       0.03       0.08      5.71
  1158  OTU382       250      524      773  5'&3'    225.18   1.000       0.07       0.03       0.09      5.67
  1159  OTU3821      250      524      773  5'&3'    235.86   1.000       0.06       0.03       0.09      5.68
  1160  OTU3823      250      524      773  5'&3'    218.07   1.000       0.07       0.03       0.10      5.82
  1161  OTU383       250      524      773  5'&3'    231.53   1.000       0.06       0.03       0.09      5.64
  1162  OTU3834      250      524      773  5'&3'    215.86   0.992       0.06       0.03       0.09      5.77
  1163  OTU3841      250      524      773  5'&3'    243.26   1.000       0.06       0.02       0.08      5.61
  1164  OTU3845      250      524      773  5'&3'    213.76   1.000       0.08       0.03       0.11      5.82
  1165  OTU3846      250      524      773  5'&3'    223.29   0.999       0.06       0.03       0.09      5.79
  1166  OTU385       250      524      773  5'&3'    212.96   1.000       0.06       0.03       0.09      5.83
  1167  OTU3857      250      524      773  5'&3'    238.33   1.000       0.08       0.02       0.10      5.62
  1168  OTU386       250      524      773  5'&3'    221.49   1.000       0.06       0.02       0.09      5.69
  1169  OTU3865      250      524      773  5'&3'    235.11   1.000       0.07       0.02       0.09      5.67
  1170  OTU387       250      524      773  5'&3'    221.45   1.000       0.06       0.02       0.08      5.70
  1171  OTU3874      250      524      773  5'&3'    243.26   1.000       0.07       0.02       0.09      5.63
  1172  OTU388       250      524      773  5'&3'    231.47   1.000       0.07       0.02       0.09      5.63
  1173  OTU3880      250      524      773  5'&3'    235.32   1.000       0.06       0.02       0.08      5.66
  1174  OTU3884      250      524      773  5'&3'    211.27   1.000       0.06       0.02       0.08      5.79
  1175  OTU389       250      524      773  5'&3'    221.67   1.000       0.06       0.02       0.08      5.72
  1176  OTU3894      250      524      773  5'&3'    216.69   0.999       0.05       0.02       0.08      5.69
  1177  OTU3895      250      524      773  5'&3'    231.79   1.000       0.06       0.02       0.08      5.65
  1178  OTU3896      250      524      773  5'&3'    227.46   1.000       0.05       0.02       0.08      5.63
  1179  OTU39        250      524      773  5'&3'    232.40   1.000       0.05       0.02       0.08      5.64
  1180  OTU390       250      524      773  5'&3'    221.67   0.999       0.05       0.03       0.08      5.81
  1181  OTU3902      250      524      773  5'&3'    223.89   0.999       0.05       0.03       0.08      5.79
  1182  OTU391       250      524      773  5'&3'    229.64   1.000       0.05       0.02       0.08      5.68
  1183  OTU3913      250      524      773  5'&3'    224.73   1.000       0.05       0.02       0.08      5.68
  1184  OTU3916      249      524      773  5'&3'    208.05   0.996       0.05       0.03       0.08      5.77
  1185  OTU392       250      524      773  5'&3'    234.09   1.000       0.05       0.02       0.08      5.67
  1186  OTU3927      250      524      773  5'&3'    235.32   1.000       0.05       0.02       0.07      5.63
  1187  OTU3932      250      524      773  5'&3'    221.04   1.000       0.06       0.02       0.08      5.73
  1188  OTU3937      250      524      773  5'&3'    232.88   1.000       0.05       0.02       0.08      5.76
  1189  OTU3938      250      524      773  5'&3'    224.89   1.000       0.05       0.02       0.07      5.66
  1190  OTU394       250      524      773  5'&3'    239.82   1.000       0.05       0.02       0.07      5.66
  1191  OTU3943      250      524      773  5'&3'    236.58   1.000       0.05       0.02       0.07      5.64
  1192  OTU395       250      524      773  5'&3'    237.44   1.000       0.05       0.02       0.07      5.79
  1193  OTU3951      250      524      773  5'&3'    232.48   1.000       0.05       0.02       0.07      5.64
  1194  OTU3955      250      524      773  5'&3'    229.41   1.000       0.05       0.02       0.08      5.83
  1195  OTU396       250      524      773  5'&3'    232.77   1.000       0.05       0.02       0.07      5.64
  1196  OTU3960      250      524      773  5'&3'    237.69   1.000       0.05       0.02       0.07      5.68
  1197  OTU3965      250      524      773  5'&3'    231.40   1.000       0.05       0.02       0.08      5.82
  1198  OTU3967      250      524      773  5'&3'    222.33   1.000       0.05       0.02       0.07      5.80
  1199  OTU397       250      524      773  5'&3'    227.24   1.000       0.05       0.02       0.08      5.79
  1200  OTU3975      250      524      773  5'&3'    228.00   1.000       0.05       0.02       0.07      5.63
  1201  OTU3978      250      524      773  5'&3'    243.32   1.000       0.05       0.02       0.07      5.63
  1202  OTU398       250      524      773  5'&3'    219.14   1.000       0.05       0.02       0.08      5.73
  1203  OTU399       250      524      773  5'&3'    237.47   1.000       0.05       0.02       0.07      5.68
  1204  OTU3998      250      524      773  5'&3'    234.61   1.000       0.05       0.02       0.07      5.66
  1205  OTU4         251      524      773  5'&3'    227.81   0.998       0.05       0.03       0.08      5.80
  1206  OTU40        250      524      773  5'&3'    223.47   1.000       0.05       0.02       0.07      5.70
  1207  OTU400       250      524      773  5'&3'    227.54   1.000       0.05       0.02       0.08      5.80
  1208  OTU4004      250      524      773  5'&3'    211.32   0.999       0.05       0.03       0.08      5.76
  1209  OTU4008      249      524      773  5'&3'    233.41   0.997       0.05       0.02       0.08      5.79
  1210  OTU401       250      524      773  5'&3'    234.38   1.000       0.05       0.02       0.07      5.67
  1211  OTU4015      250      524      773  5'&3'    226.55   1.000       0.05       0.02       0.07      5.68
  1212  OTU402       250      524      773  5'&3'    224.66   1.000       0.05       0.02       0.08      5.69
  1213  OTU4025      250      524      773  5'&3'    230.04   1.000       0.05       0.03       0.08      5.76
  1214  OTU403       250      524      773  5'&3'    225.42   1.000       0.05       0.02       0.08      5.72
  1215  OTU4037      250      524      773  5'&3'    235.55   1.000       0.05       0.02       0.07      5.66
  1216  OTU404       250      524      773  5'&3'    231.58   1.000       0.05       0.02       0.07      5.64
  1217  OTU4045      250      524      773  5'&3'    232.18   1.000       0.05       0.02       0.07      5.68
  1218  OTU405       250      524      773  5'&3'    227.29   1.000       0.05       0.02       0.07      5.71
  1219  OTU4060      250      524      773  5'&3'    242.82   1.000       0.05       0.02       0.07      5.67
  1220  OTU4062      250      524      773  5'&3'    229.57   0.999       0.05       0.02       0.07      5.65
  1221  OTU4063      250      524      773  5'&3'    226.39   1.000       0.05       0.02       0.08      5.71
  1222  OTU407       251      524      773  5'&3'    231.26   0.998       0.06       0.02       0.08      5.74
  1223  OTU4070      250      524      773  5'&3'    208.65   1.000       0.05       0.02       0.08      5.79
  1224  OTU4073      249      524      773  5'&3'    208.67   0.997       0.05       0.02       0.08      5.72
  1225  OTU408       250      524      773  5'&3'    246.47   1.000       0.05       0.02       0.07      5.61
  1226  OTU409       250      524      773  5'&3'    220.36   1.000       0.05       0.02       0.07      5.71
  1227  OTU4093      250      524      773  5'&3'    219.74   1.000       0.05       0.02       0.08      5.78
  1228  OTU4096      250      524      773  5'&3'    238.69   1.000       0.05       0.02       0.07      5.65
  1229  OTU4097      250      524      773  5'&3'    231.39   1.000       0.05       0.02       0.07      5.68
  1230  OTU4098      250      524      773  5'&3'    224.42   1.000       0.05       0.02       0.07      5.65
  1231  OTU41        250      524      773  5'&3'    218.60   1.000       0.05       0.02       0.08      5.77
  1232  OTU4108      249      524      773  5'&3'    234.37   0.996       0.05       0.02       0.08      5.69
  1233  OTU4111      250      524      773  5'&3'    227.21   1.000       0.05       0.02       0.08      5.71
  1234  OTU4113      251      524      773  5'&3'    229.64   0.998       0.06       0.03       0.08      5.81
  1235  OTU4114      251      524      773  5'&3'    229.93   0.997       0.05       0.02       0.08      5.73
